Category,Sub Category,Sub Sub Category,Link,Product Link,Product,Price,Location,Total Rating,Discount,Color,Storage,Quantity Left,Product detail,Rating&Reviews(Overall),5star,4star,3star,2star,1star,Review
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/oneplus-8-in2013-128gb-rom-8gb-ram-smartphone-2-years-oneplus-warranty-free-shipping-i942870369-s2386440674.html?search=1,ONEPLUS 8 (IN2013) - 128GB ROM | 8GB RAM | Smartphone | 2 Years OnePlus Warranty | Free Shipping,"RM2,899.00",Federal Territory of Kuala Lumpur,28 Ratings, ,"Glacial Green
Onyx Black",128GB,,"Height：160.2 mm
Width：72.9 mm
Thickness：8.0 mm
Weight：180g
Size: 6.55 inches(The corners of the screen are within a standard rectangle. Measured diagonally, the screen size is 6.55 inches in the full rectangle and 6.34 inches accounting for the rounded corners.)
Resolution: 2400 x 1080 pixels 402 ppi
Aspect Ratio: 20:9
Type: Fluid AMOLED
Support sRGB, Display P3
Cover Glass: 3D Corning® Gorilla® Glass
Operating System: OxygenOS based on Android™ 10
CPU: Qualcomm® Snapdragon™865
5G Chipset: X55
GPU: Adreno 650
RAM: 8GB/12GB LPDDR4X
Storage: 128GB/256GB UFS 3.0 2-LANE
Battery: 4300 mAh (non-removable)
Warp Charge 30T Fast Charging (5V/6A)
GSM：GSM850、GSM900、GSM1800、GSM1900
WCDMA：B1、B2、B4、B5、B8、B9、B19
CDMA：BC0(Roaming)
LTE-FDD：B1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26
LTE-TDD：B34, 38, 39, 40, 41, 46
5G: N78
MIMO：LTE：B1, 3, 41, 40 NR: n78
Requires optimal 5G connection. 5G services are only supported in 5G network enabled locations in 5G-ready countries. Actual speed may vary depending on country, carrier, and user environment. Currently, the OnePlus 8 Series is 5G-capable in below countries: USA, United Kingdom, Germany, Finland, Italy, Spain, Austria and China.
In-display Fingerprint Sensor
Accelerometer
Electronic Compass
Gyroscope
Ambient Light Sensor
Proximity Sensor
Sensor Core",4.9/5.0,25,3,0,0,0,"[{'Date': '2020-06-22', 'Time': '16:44 PM', 'Reviewer': 'by Nur I.', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/free-gifts-extended-warranty-huawei-nova-7i-handphone-8gb-ram128gb-rom-huawei-malaysia-warranty-i817362693-s1993864104.html?search=1,[Free Gifts + Extended Warranty] Huawei Nova 7i Handphone (8GB RAM+128GB ROM) Huawei Malaysia Warranty,RM985.00,Kedah,55 Ratings,-10%,"Midnight Black, Set E
Midnight Black, Set A
Sakura Pink, Set E
Sakura Pink, Set D
Sakura Pink, Set C
Sakura Pink, Set B
Crush Green, Set E
Crush Green, Set D
Crush Green, Set C
Crush Green, Set B
Crush Green, Set A
Midnight Black, Set D
Midnight Black, Set C
Midnight Black, Set B
Sakura Pink, Set A",128GB,10,"Screen: 6.26 inches , 16.7M colors,FHD+ 2310 x 1080
CPU: HUAWEI Kirin 810 Octa-core
Memory: 8GB RAM+128GB ROM
UI: EMUI 10.0.1(Based on Android10.0)
Rear camera: 48 MP (Wide Angle Lens，f/1.8 aperture) + 8 MP (Ultra Wide Angle Lens) + 2 MP (Macro lens) + 2 MP(Bokeh lens)
Front camera: 16 mega-pixel , F/2.0 aperture
NM SD Card, up to 256 GB
Battery: 4200 mAh(Typical Value)
Charging:HUAWEI SuperCharge (Max 40 W)
Sensors: Ambient Light Sensor, Digital compass, Proximity Sensor, Gravity Sensor, Fingerprint Sensor
2 Year Huawei Malaysia Warranty (Buyer to redeem Extended Warranty in Huawei Hicare App)",4.8/5.0,50,2,0,1,2,"[{'Date': '2020-06-22', 'Time': '00:44 AM', 'Reviewer': 'by MOHD L.', 'Comment': 'terbaik. cepat dlm tempoh 48 jam shj dah ada dlm genggaman. Hadiah melambak. tq tq tq.', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '23:45 PM', 'Reviewer': 'by Ken L.', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/a11-mobile-gaming-phone-murah-4g-smartphone8g512g-murah-cpu-mtk6799-10-core-67-inch-hd-1440-3040-5g-network-memory-8gb-512gb-13mp-24mp-battery-4800mah-android-100original-i943742620-s2389464969.html?search=1,A11 mobile gaming phone murah 4g smartphone（8G+512G） murah CPU MTK6799 10-core 6.7 inch HD + 1440 * 3040 5G network memory 8GB + 512GB 13MP + 24MP battery 4800mah Android 10.0original,RM378.00,Malaysia,9 Ratings,-66%,"Black
Green
Blue",128GB,,"Feature:
- 6.7inch Full Display
The A11 delivers the viewingexperience you always wanted, With a massive 93%screen-to-body ratio on a 6.7""inch screen

- 13MP Front CameraClear and Stylish Selfies
The A11 world-leading 13MP front camera turnsyour every selfe into a work of art Experience greaterbrightness, color vibrancy, clarity and dynamic range.even in the dimmest light, Whenever you needit. your A11 is right there with you, capturing everymoment with crystal-clear precision, Turn your selfiesinto masterpieces and shine in every photo

- Rear HD camera
The A11 features a 24MP camera combination. The main camera sportsa large f/1.8 aperture and 1.28um pixels, This strong combination boosts photosensitibityin backlight or low light, Just point and shoot, and A11 will makesure your pictures remain clear and bright

- Face Access
The A11 also supports facial recognitionUpon activation, A11 scans your facial features and unlocks instaneouslyAccessing your phone has never been so easy, or so fun

-Fingerprint unlock
The phone supports true fingerprint unlocking, protects your personal privacy, supports fingerprint photography, and makes your entertainment more fun.

- Powerful Performance
The MTK6799 mobile platform with 10mm process technology makesyoung people who love the young and stiand other popular games.The game ison and lower

- Android 10.0
The new interactive design makes the operation simple and simple, the use of themobile phone is so simple and straightforward, everything is handy
- Dual SIM card supports TF card
Dual card dual standby, card slot does notdistinguish between the main and the deputy, supporting the worlds 50 major communication carrier networks

Specification:
1.Model No.:A11
2.Platform : MTK6799
3.Standby: Dual sim dual standby(A slot support SIM card, another slot support SIM card or TF card)
4.Screen: 6.7 HD+ Dewdrop Display 1440*3040
5.Speaker: 1511 Box Speaker
6.Frequency: GSM850/900/1800/1900MHz, 3G: WCDMA850/1900/2100MHz，4G LTE，5G
7.Vibration: Support
8.Colors: Green/Black/Blue
9.Memory: 8GB RAM+512GB ROM
10.Multi Media: MP3/MP4/3GP/FM Radio/Bluetooth
11.Camera: 13MP+14MP
12.Multi Function: Full screen,Fingerprint unlock Face recognition, Dual SIM, Wifi, GPS, Gravity Sensor, Alarm ,Calendar ,Calculator ,Audio recorder ,Video recorder, WAP/MMS/GPR, Image viewer,E-Book,World clock,Tasks card rear flash IML rear cover
13.Languages: Multi-language support
14.Others: Android OS 10.0 System
15.Battery: 4800Mah Lithium-ion battery
16.Type-C plug
17.Ultra unibody

Attention:
Due to the difference in light, the actual color of the phone may be slightly different from the screen and the picture. Color names are only used to distinguish between individual SKUs. Please understand that. Thank you.

The battery capacity is typical of the factory laboratory, the specific charging speed, the length of use and other data, the actual situation will be slightly different due to the power cord, power adapter, ambient temperature. When the phone is completely out of power and automatically shuts down, you need to charge your phone for more than 10 minutes to boot. It is recommended to charge when the battery is less than 20% charged.

Available memory capacity is subject to preloaded software

Product images and models, data, functions, performance, specifications, etc. are for reference only.We may improve the above contents. For details, please refer to the product and product description. Unless otherwise stated, the data contained in this website are our internal test results, and the comparisons are compared with our products.

The mobile phone does not support the telecom CDMA 2G 3G network.

Package Included:
1 x Smartphone,
1 x Charger Adapter,
1 x Headphones,
1 x User Manual
1 x phone case
",3.7/5.0,6,0,0,0,3,"[{'Date': '2020-06-22', 'Time': '19:46 PM', 'Reviewer': 'by za Z.', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/huawei-nova-7i-smartphone-8gb-ram-128gb-rom-11-year-warranty-by-huawei-malaysia-i811820155-s1939074038.html?search=1,Huawei Nova 7i Smartphone (8GB RAM + 128GB ROM) 1+1 Year Warranty By Huawei Malaysia,"RM1,099.00",Federal Territory of Kuala Lumpur,132 Ratings,-15%,"Sakura Pink A
Midnight Black B
Sakura Pink B
Crush Green A
Midnight Black A
Crush Green B",128GB,2,"- 6.4 inches, FHD+ (1080 x 2310 pixels)
- Kirin 810- 8GB RAM + 128GB
- Support NM SD card
- Rear Quad Camera 48MP + 8MP + 2MP + 2MP- Front Camera 16MP
- Android 10 (EMUI 10.0.1)
- 4G LTE, Dual SIM
- 4200mAh battery
- Side fingerprint sensor",5.0/5.0,132,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/realme-6i-smartphone-3gb-64gb-5000mah-18w-quick-charge-48mp-free-shipping-i937908037-s2366134360.html?search=1,"realme 6i smartphone (3GB + 64GB) 5000mAh, 18W Quick Charge, 48MP , Free Shipping",RM699.00,Selangor,274 Ratings, ,"white milk
Green tea",64GB,,"Unleash The Power
Operating System: realme UI based on Android 10
Display: 6.5-inches+ (720 x 1600 pixels)
Processor: Octa-core Processor Mediatek Helio G80 with 2.0Ghz
RAM+ROM: 3GB+64GB
Front: 16MP
Rear: 48MP+8MP+2MP+2MP , f/1.8, f/2.3, f/2.4
Battery: 5000mAh, 18W Quick Charge
SIM Slot: Dual
Sensor: Magnetic induction / Light / Proximity / Gyro-meter / Acceleration",4.9/5.0,258,8,5,2,1,"[{'Date': '2020-06-22', 'Time': '20:50 PM', 'Reviewer': 'by Lazada Customer', 'Comment': 'puas hati sangat... terbaik👍', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '16:51 PM', 'Reviewer': 'by Lazada Customer', 'Comment': '', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '11:51 AM', 'Reviewer': 'by norhaya', 'Comment': 'terbaik', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '05:21 AM', 'Reviewer': 'by Mohd Z.', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-m31-6gb-ram128gb-rom-smartphone-1-year-samsung-warranty-free-shipping-i866292922-s2120442208.html?search=1,"Samsung Galaxy M31 (6GB RAM+128GB ROM) Smartphone , 1 Year Samsung Warranty, Free Shipping","RM1,099.00",Selangor,1727 Ratings, ,"Black
Red
Blue",128GB,,"Display: 6.4 FHD + sA Inf-U
Dimension: 8.9mm thick /191g
Camera Front: 32MP
Camera Rear: 64+8+5+5MP (f/1.8)
Memory: 6+128GB
Battery: 6000 mAh",4.9/5.0,1585,100,18,11,13,"[{'Date': '2020-06-22', 'Time': '13:56 PM', 'Reviewer': 'by ISWANUDIN M.', 'Comment': 'EXCELLENT! 👍', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '06:56 AM', 'Reviewer': 'by Onizuka H.', 'Comment': 'very good servis', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '15:02 PM', 'Reviewer': 'by FOO', 'Comment': '', 'Like': '0'}, {'Date': '2020-06-22', 'Time': '12:02 PM', 'Reviewer': 'by Lazada Customer', 'Comment': '', 'Like': '0'}]"
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/vivo-v19-smartphone-8gb-ram-128gb-i915870029-s2283200320.html?search=1,vivo V19 Smartphone (8GB RAM+ 128GB),"RM1,699.00",Selangor,109 Ratings, ,"Gleam Black
Sleek Silver",128GB,,"FREE GIFT UNTIL STOCK LAST!
Chipset - Snapdragon 712
CPU - Octa-core 2.3 GHzGPU
Card slot - 256GB
Internal - 128GB, 8GB RAM
Rear - 48MP+8MP+2MP+2MP ,f/1.79, f/2.2, f/2.4, f/2.4 LED flashFront - 32MP+8MP, f/2.08, f/2.28
Non-removable Li-Ion 4500mAh battery",4.8/5.0,98,7,2,1,1,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/nokia-31-plus-blue-3gb-ram-32gb-rom-smartphone-i453472628-s692464677.html?search=1,NOKIA 3.1 Plus BLUE (3GB RAM + 32GB ROM) Smartphone,RM399.00,Selangor,37 Ratings,-37%, , ,,"6"" HD+ display
13MP Detection Auto Focus, 5MP sensor gives you the beautiful bokeh
8MP front camera
3500mAh - 2-daysbattery life
MediaTek Helio P22 octa-core processor
3GB RAM, 32GB ROM
Android 9 Pie available
3 years of monthly security updates and 2 years of software upgrades",4.9/5.0,33,4,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/original-smartphones-63-inch-i12-pro-8g-ram-128g-rom-android-face-recognition-unlocked-mobile-phones-i839288001-s2005084434.html?search=1,Original Smartphones 6.3 Inch I12 pro 8G RAM 128G ROM Android Face Recognition Unlocked Mobile Phones,RM268.00,Selangor,75 Ratings,-33%,"Pink
White
Black
Green",128GB,10,,4.3/5.0,53,6,7,3,6,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/samsung-galaxy-a30s-smartphone-4gb-ram-128gb-rom-100-original-warranty-by-samsung-malaysia-free-original-clear-cover-i741080669-s2111650618.html?search=1,Samsung Galaxy A30s Smartphone ( 4GB RAM + 128GB ROM ) 100% Original Warranty by Samsung Malaysia FREE Original Clear Cover,RM728.00,Johore,323 Ratings,-27%,"Black
White (2 Years Warranty + Wireless Earphone)
Black (2 Years Warranty + Wireless Earphone)
Green (2 Years Warranty + Wireless Earphone)
Green
White","128GB
64GB", ,"6.4” HD+ sAMOLED Infinity-V Display
Dual 1.8GHz + Hexa 1.6GHz
Octa-Core
Exynos 7904
4GB RAM, 64GB ROM
Expendable up to 512GB
Rear Camera : 25.0 MP (F1.7) + 5.0 MP (F2.2) Depth + 8.0 MP (F2.2) Ultra-Wide
Front Camera : 16MP (F2.0)
4,000 mAH Battery (15W Fast Charging)
WiFi + LTE
Bluetooth v5.0
Dual Sim + MicroSD
Accelerometer,Fingerprint Sensor,Gyro Sensor,Geomagnetic Sensor,Hall Sensor,Light Sensor,Proximity Sensor
Box will be unsealed for warranty activation and quality check purposes.",4.9/5.0,302,14,3,0,4,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-xr-i537388966-s1877904634.html?search=1,Apple iphone XR,"RM1,888.00",Federal Territory of Kuala Lumpur,13 Ratings,-6%,"WHITE - ONE MONTH
YELLOW - ONE MONTH
BLACK - ONE MONTH
WHITE - ONE YEAR WARRANTY
CORAL - ONE YEAR WARRANTY
RED - ONE YEAR WARRANTY
YELLOW - ONE YEAR WARRANTY
BLACK - ONE YEAR WARRANTY
BLUE - ONE MONTH
CORAL - ONE MONTH
RED - ONE MONTH
BLUE - ONE YEAR WARRANTY","64GB
128GB
256GB", ,"100% Original
Second Hand
Conditions 95% New
One Month Warranty
Can Selected Extend To One Year Warranty
All Functions Working Well
Selected Colour Out Of Stock Will Replace By Random Colour
For More informations 016-2099114",4.8/5.0,10,3,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/redmi-note-4-3gb-ram-64gb-memory-original-condition-used-i894696912-s2211340618.html?search=1,REDMI NOTE 4 - 3GB RAM + 64GB MEMORY - ORIGINAL CONDITION USED,RM269.00,Malaysia,29 Ratings, , , ,5,"These products covered with 1 Month warranty on SELLER only.
1 months on Transceiver & Motherboard
1 months warranty on Accessories & Battery
1 month on LCD Screen
Warranty void if the product has been open by Third Party, no warranty coverage for Liquid Damage or Human Made Damage.",4.9/5.0,26,2,1,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/oneplus-8-pro-in2023-256gb-rom-12gb-ram-smartphone-2-years-oneplus-warranty-free-shipping-i942920778-s2386700539.html?search=1,ONEPLUS 8 PRO (IN2023) - 256GB ROM | 12GB RAM | Smartphone | 2 Years OnePlus Warranty | Free Shipping,"RM4,099.00",Federal Territory of Kuala Lumpur,35 Ratings, ,"Ultramarine Blue
Glacial Green",256GB,,"Height: 165.3 mm
Width: 74.3 mm
Thickness: 8.5 mm
Weight: 199g
Size: 6.78 inches(The corners of the screen are within a standard rectangle. Measured diagonally, the screen size is 6.78 inches in the full rectangle and 6.55 inches accounting for the rounded corners.)
Resolution: 3168 x 1440 pixels 513 ppi
Aspect Ratio: 19.8:9
Type: Fluid AMOLED
Support sRGB, Display P3
Cover Glass: 3D Corning® Gorilla® Glass
Operating System: OxygenOS based on Android™ 10
CPU: Qualcomm® Snapdragon™ 865
5G Chipset: X55
GPU: Adreno 650
RAM: 8GB/12GB LPDDR5
Storage: 128GB/256GB UFS 3.0 2-LANE
Battery: 4510 mAh (non-removable)
Warp Charge 30T Fast Charging (5V/6A)
30W Wireless Charging
GSM：GSM850、GSM900、GSM1800、GSM1900
WCDMA：B1、B2、B4、B5、B8、B9、B19
CDMA：BC0(Roaming)
LTE-FDD：B1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26
LTE-TDD：B34, 38, 39, 40, 41, 46
5G: n78
MIMO：LTE：B1, 3, 41, 40 NR: n78
Requires optimal 5G connection. 5G services are only supported in 5G network enabled locations in 5G-ready countries. Actual speed may vary depending on country, carrier, and user environment. Currently, the OnePlus 8 Series is 5G-capable in below countries: USA, United Kingdom, Germany, Finland, Italy, Spain, Austria and China.
In-display Fingerprint Sensor
Accelerometer
Electronic Compass
Gyroscope
Ambient Light Sensor
Proximity Sensor
Sensor Core
Laser Sensor
Flicker-detect sensor
Front RGB sensor",4.5/5.0,28,3,1,1,2,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/xiaomi-redmi-note-9s-6gb128gb-smartphone-original-mi-malaysia-1-year-warranty-my-set-i879286183-s2164412699.html?search=1,Xiaomi Redmi Note 9S 6GB+128GB Smartphone - Original Mi Malaysia 1 Year Warranty (MY SET),RM888.00,Malaysia,303 Ratings,-1%,"White
GreyGift
WhiteGift
BlueGift
Grey
Blue",128GB,10,"6.67” FHD+ DotDisplay
48MP AI quad camera
Qualcomm Snapdragon 720G processor
5020mAh high-capacity battery
Side-mounted fingerprint sensor
18W fast charge",4.9/5.0,276,19,3,3,2,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/wiko-view-4-lite-652-hd-fullscreen-64gb-memory-storage-4000mah-battery-mobile-phone-i837556523-s1997780547.html?search=1,"Wiko View 4 Lite [6.52 HD+ Fullscreen, 64GB Memory Storage, 4000mAh Battery] Mobile Phone",RM399.00,Selangor,281 Ratings, ,"Deep Blue
Deep Gold
Deep green",64GB, ,"6.52"" HD+ Ultra Large Display
64GB Large Storage
4000mAh Two Days Use
Face Unlock
Dual SIM (2 x Nano SIM slot)
Dedicated microSD slot (expandable up to 256GB)
Wiko Launcher
One Handed Mode / Simple Mode
Smart Assist/ Smart Action
Google Assistant button
1.8 Octacore
13MP + 2MP Dual Camera with AI smart features
4G LTE, Dual SIM
1 year official warranty by Wiko Malaysia (T&Cs Apply)
120 days 1-to-1 Exchange Warranty (T&Cs Apply)",4.9/5.0,261,14,3,0,3,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/new-arrival-xiaomi-redmi-note-9-pro-664gb-6128gb-ship-from-kl-i1056512420-s2877800625.html?search=1,{New Arrival} Xiaomi Redmi Note 9 Pro ~ 6+64GB & 6+128GB - {SHIP FROM KL},RM899.00, ,0 Ratings,-25%,"Tropical Green
Interstellar Grey","64GB
128GB", ,"1 Year Xiaomi Malaysia Warranty
6.67"" DotDisplay Resolution:2340x1080 FHD+| 19.5:9
5020mAh (typ)* Supports 30W fast charge
Qualcomm SM7125 Snapdragon 720G
High-performance octa-core processor frequence:up to 2.0Ghz
64MP AI Quad Camera (64MP main camera+8MP ultra wide-angle camera + 5MP Macro camera + 2MP depth camera)
16MP In-Display Front Camera
6GB RAM + 128GB ROM / 6GB RAM +64GB ROM",0/5.0,0,0,0,0,0,['']
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/apple-iphone-xs-64gb-256gb-512gb-i830338915-s2937752648.html?search=1,Apple iPhone XS 64GB/ 256GB/ 512GB,"RM2,899.00",Malaysia,10 Ratings, ,"Space Grey
Silver
Gold","64GB
256GB
512GB", ,"5.8-inch Super Retina HD OLED display.
Dual-camera system with 12MP Wide and Telephoto cameras
Apple A12 Bionic
Fast-charge capable
Wireless charging",5.0/5.0,10,0,0,0,0,[]
Electronic Devices,Mobiles & Tablets,Mobiles,https://www.lazada.com.my/shop-mobiles/,https://www.lazada.com.my/products/ready-stock-xiaomi-redmi-note-8-pro-smartphone-6gb-ram-128gb-rom-1-year-warranty-by-xiaomi-malaysia-i629278772-s1309666321.html?search=1,[Ready Stock] Xiaomi Redmi Note 8 Pro Smartphone (6GB RAM + 128GB ROM) 1 Year Warranty by Xiaomi Malaysia,RM879.00,Selangor,188 Ratings,-27%,"Green
Grey",128GB,,"OS: MIUI 10
Mediatek Helio G90T (12nm), Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPU,Mali-G76 MC4
64GB+6GB RAM, 128GB+6GB RAM, 128GB+8GB RAM (Choose 8GB from variations)
6.53 inch 91.4 percent ultra-high screen ratio, low blue eye protection screen
Intelligently adapt to WiFi / 4G network scenarios. The network is more stable and the game is more enjoyable
The professional portrait self-timer, real-time AI beauty function
2cm focus super macro camera, close-range auto focus capture
Bluetooth: 5.0, A2DP, LE
Battery 4500mah,Fast battery charging 18W",4.8/5.0,172,10,1,2,3,[]
